PrepTest_Number,Section_Number,Section_Type,Question_Number_in_Section,Question_ID,Question_Difficulty,Question_50_Percent_Score,LR_Question_Type,LR_Skills,RC_Passage_ID,RC_Passage_Number_in_Section,RC_Passage_Difficulty,RC_Passage_Categories,RC_Question_Categories,RC_Question_Number_in_Passage
131,4,Reading Comprehension,,PT-131-S-4-P-2-Q-11,2.0,139.44,,,PT-131-S-4-P-2,2,2.0,Debate; Law; Problem Analysis,Weaken-Strengthen,11
131,4,Reading Comprehension,,PT-131-S-4-P-2-Q-12,2.0,138.23,,,PT-131-S-4-P-2,2,2.0,Debate; Law; Problem Analysis,PurpCtx.,12
131,4,Reading Comprehension,,PT-131-S-4-P-2-Q-13,4.0,155.1,,,PT-131-S-4-P-2,2,2.0,Debate; Law; Problem Analysis,Inference,13
131,4,Reading Comprehension,,PT-131-S-4-P-2-Q-14,3.0,143.98,,,PT-131-S-4-P-2,2,2.0,Debate; Law; Problem Analysis,Author Viewpoint; Inference,14
131,4,Reading Comprehension,,PT-131-S-4-P-2-Q-15,5.0,166.14,,,PT-131-S-4-P-2,2,2.0,Debate; Law; Problem Analysis,Author Viewpoint; Inference,15
131,4,Reading Comprehension,,PT-131-S-4-P-3-Q-16,5.0,165.28,,,PT-131-S-4-P-3,3,5.0,Art; One-Position; Single-Topic,Main Idea,16
131,4,Reading Comprehension,,PT-131-S-4-P-3-Q-17,4.0,158.12,,,PT-131-S-4-P-3,3,5.0,Art; One-Position; Single-Topic,Inference,17
131,4,Reading Comprehension,,PT-131-S-4-P-3-Q-18,5.0,160.51,,,PT-131-S-4-P-3,3,5.0,Art; One-Position; Single-Topic,Author Viewpoint; Inference,18
131,4,Reading Comprehension,,PT-131-S-4-P-3-Q-19,3.0,144.12,,,PT-131-S-4-P-3,3,5.0,Art; One-Position; Single-Topic,Analogy,19
131,4,Reading Comprehension,,PT-131-S-4-P-3-Q-20,5.0,166.11,,,PT-131-S-4-P-3,3,5.0,Art; One-Position; Single-Topic,Inference,20
131,4,Reading Comprehension,,PT-131-S-4-P-3-Q-21,5.0,173.3,,,PT-131-S-4-P-3,3,5.0,Art; One-Position; Single-Topic,Inference,21
131,4,Reading Comprehension,,PT-131-S-4-P-3-Q-22,3.0,149.81,,,PT-131-S-4-P-3,3,5.0,Art; One-Position; Single-Topic,Weaken-Strengthen,22
131,4,Reading Comprehension,,PT-131-S-4-P-4-Q-23,3.0,151.41,,,PT-131-S-4-P-4,4,4.0,Debate; Hypothesis; Science,Main Idea,23
131,4,Reading Comprehension,,PT-131-S-4-P-4-Q-24,4.0,157.43,,,PT-131-S-4-P-4,4,4.0,Debate; Hypothesis; Science,Inference,24
131,4,Reading Comprehension,,PT-131-S-4-P-4-Q-25,3.0,143.61,,,PT-131-S-4-P-4,4,4.0,Debate; Hypothesis; Science,Inference; Purpose of Passage,25
131,4,Reading Comprehension,,PT-131-S-4-P-4-Q-26,4.0,154.99,,,PT-131-S-4-P-4,4,4.0,Debate; Hypothesis; Science,Complete the Passage,26
131,4,Reading Comprehension,,PT-131-S-4-P-4-Q-27,4.0,158.17,,,PT-131-S-4-P-4,4,4.0,Debate; Hypothesis; Science,Author Viewpoint; Inference,27
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-1,2.0,135.84,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,Main Idea,1
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-2,3.0,148.3,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,Inference,2
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-3,2.0,140.45,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,PurpCtx.,3
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-4,5.0,170.34,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,Inference,4
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-5,1.0,124.15,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,Purpose of Paragraph,5
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-6,3.0,144.9,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,Inference,6
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-7,1.0,129.97,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,Inference,7
132,1,Reading Comprehension,,PT-132-S-1-P-1-Q-8,3.0,145.48,,,PT-132-S-1-P-1,1,2.0,One-Position; Science,Application,8
132,1,Reading Comprehension,,PT-132-S-1-P-2-Q-9,3.0,151.92,,,PT-132-S-1-P-2,2,3.0,Debate; Law,Analogy,9
132,1,Reading Comprehension,,PT-132-S-1-P-2-Q-10,2.0,140.99,,,PT-132-S-1-P-2,2,3.0,Debate; Law,Author Viewpoint; Inference,10
132,1,Reading Comprehension,,PT-132-S-1-P-2-Q-11,3.0,147.69,,,PT-132-S-1-P-2,2,3.0,Debate; Law,Inference,11
132,1,Reading Comprehension,,PT-132-S-1-P-2-Q-12,1.0,131.0,,,PT-132-S-1-P-2,2,3.0,Debate; Law,Inference,12
132,1,Reading Comprehension,,PT-132-S-1-P-2-Q-13,3.0,141.65,,,PT-132-S-1-P-2,2,3.0,Debate; Law,Author Attitude; Inference,13
132,1,Reading Comprehension,,PT-132-S-1-P-2-Q-14,5.0,164.39,,,PT-132-S-1-P-2,2,3.0,Debate; Law,Purpose of Paragraph,14
132,1,Reading Comprehension,,PT-132-S-1-P-3-Q-15,5.0,171.81,,,PT-132-S-1-P-3,3,4.0,Comparative; Science,Inference; Purpose of Passage,15
132,1,Reading Comprehension,,PT-132-S-1-P-3-Q-16,3.0,151.27,,,PT-132-S-1-P-3,3,4.0,Comparative; Science,Inference,16
132,1,Reading Comprehension,,PT-132-S-1-P-3-Q-17,3.0,143.43,,,PT-132-S-1-P-3,3,4.0,Comparative; Science,Inference,17
132,1,Reading Comprehension,,PT-132-S-1-P-3-Q-18,4.0,156.5,,,PT-132-S-1-P-3,3,4.0,Comparative; Science,Inference,18
132,1,Reading Comprehension,,PT-132-S-1-P-3-Q-19,3.0,145.94,,,PT-132-S-1-P-3,3,4.0,Comparative; Science,Author Viewpoint; Inference,19
132,1,Reading Comprehension,,PT-132-S-1-P-3-Q-20,3.0,147.63,,,PT-132-S-1-P-3,3,4.0,Comparative; Science,Inference,20
132,1,Reading Comprehension,,PT-132-S-1-P-3-Q-21,4.0,154.49,,,PT-132-S-1-P-3,3,4.0,Comparative; Science,Relationship,21
132,1,Reading Comprehension,,PT-132-S-1-P-4-Q-22,3.0,150.27,,,PT-132-S-1-P-4,4,5.0,Art; Debate; Single-Topic,Inference,22
132,1,Reading Comprehension,,PT-132-S-1-P-4-Q-23,3.0,152.03,,,PT-132-S-1-P-4,4,5.0,Art; Debate; Single-Topic,Author Viewpoint; Inference,23
132,1,Reading Comprehension,,PT-132-S-1-P-4-Q-24,5.0,162.09,,,PT-132-S-1-P-4,4,5.0,Art; Debate; Single-Topic,Phrase Meaning,24
132,1,Reading Comprehension,,PT-132-S-1-P-4-Q-25,3.0,149.23,,,PT-132-S-1-P-4,4,5.0,Art; Debate; Single-Topic,Inference; Purpose of Passage,25
132,1,Reading Comprehension,,PT-132-S-1-P-4-Q-26,5.0,159.69,,,PT-132-S-1-P-4,4,5.0,Art; Debate; Single-Topic,Structure,26
132,1,Reading Comprehension,,PT-132-S-1-P-4-Q-27,4.0,155.58,,,PT-132-S-1-P-4,4,5.0,Art; Debate; Single-Topic,Inference,27
132,2,Logical Reasoning,1,PT-132-S-2-Q-1,1.0,127.06,Most Strongly Supported; Principle,Causal Reasoning; Rule-Application,,,,,,
132,2,Logical Reasoning,2,PT-132-S-2-Q-2,2.0,135.75,Strengthen,Causal Reasoning; Eliminating Options,,,,,,
132,2,Logical Reasoning,3,PT-132-S-2-Q-3,2.0,138.77,Strengthen,Conditional Reasoning; Eliminating Options,,,,,,
132,2,Logical Reasoning,4,PT-132-S-2-Q-4,2.0,139.66,Strengthen,,,,,,,
132,2,Logical Reasoning,5,PT-132-S-2-Q-5,2.0,136.93,Flaw,Causal Reasoning,,,,,,
132,2,Logical Reasoning,6,PT-132-S-2-Q-6,2.0,139.84,Must be True,Conditional Reasoning,,,,,,
132,2,Logical Reasoning,7,PT-132-S-2-Q-7,3.0,145.74,Parallel Flaw,Part v. Whole,,,,,,
132,2,Logical Reasoning,8,PT-132-S-2-Q-8,5.0,162.95,Flaw,Part v. Whole,,,,,,
132,2,Logical Reasoning,9,PT-132-S-2-Q-9,3.0,142.64,Sufficient assumption,Causal Reasoning; Link Assumption,,,,,,
132,2,Logical Reasoning,10,PT-132-S-2-Q-10,3.0,143.21,Main conclusion or main point,Causal Reasoning; Eliminating Options,,,,,,
132,2,Logical Reasoning,11,PT-132-S-2-Q-11,2.0,140.73,Flaw,Conditional Reasoning,,,,,,
132,2,Logical Reasoning,12,PT-132-S-2-Q-12,2.0,140.05,Necessary assumption,Analogy; Link Assumption,,,,,,
132,2,Logical Reasoning,13,PT-132-S-2-Q-13,2.0,138.54,Parallel,Causal Reasoning; Net Effect,,,,,,
132,2,Logical Reasoning,14,PT-132-S-2-Q-14,3.0,148.21,Method of Reasoning,,,,,,,
132,2,Logical Reasoning,15,PT-132-S-2-Q-15,3.0,148.21,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
132,2,Logical Reasoning,16,PT-132-S-2-Q-16,4.0,155.61,Strengthen,Causal Reasoning,,,,,,
132,2,Logical Reasoning,17,PT-132-S-2-Q-17,5.0,159.71,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
132,2,Logical Reasoning,18,PT-132-S-2-Q-18,3.0,151.01,Must be False,Conditional Reasoning; Rule-Application,,,,,,
132,2,Logical Reasoning,19,PT-132-S-2-Q-19,4.0,157.42,Must be True,Conditional Reasoning; Quantifier,,,,,,
132,2,Logical Reasoning,20,PT-132-S-2-Q-20,4.0,156.65,Paradox - Explain,Causal Reasoning,,,,,,
132,2,Logical Reasoning,21,PT-132-S-2-Q-21,5.0,161.17,Most Strongly Supported,Conditional Reasoning; Quantifier,,,,,,
132,2,Logical Reasoning,22,PT-132-S-2-Q-22,4.0,157.62,Weaken,Causal Reasoning; Net Effect; Value Judgment,,,,,,
132,2,Logical Reasoning,23,PT-132-S-2-Q-23,4.0,156.29,Principle - Rule,Link Assumption; Rule-Application; Value Judgment,,,,,,
132,2,Logical Reasoning,24,PT-132-S-2-Q-24,4.0,154.81,Must be False,,,,,,,
132,2,Logical Reasoning,25,PT-132-S-2-Q-25,5.0,169.48,Necessary assumption,Causal Reasoning,,,,,,
132,2,Logical Reasoning,26,PT-132-S-2-Q-26,3.0,148.8,Principle - Rule,Link Assumption; Rule-Application,,,,,,
132,3,Reading Comprehension,,PT-132-S-3-P-1-Q-1,1.0,123.86,,,PT-132-S-3-P-1,1,2.0,Art; Debate; Single-Topic,Inference; Other Viewpoint,1
132,3,Reading Comprehension,,PT-132-S-3-P-1-Q-2,1.0,132.22,,,PT-132-S-3-P-1,1,2.0,Art; Debate; Single-Topic,Inference,2
132,3,Reading Comprehension,,PT-132-S-3-P-1-Q-3,3.0,148.71,,,PT-132-S-3-P-1,1,2.0,Art; Debate; Single-Topic,Phrase Meaning,3
132,3,Reading Comprehension,,PT-132-S-3-P-1-Q-4,2.0,138.75,,,PT-132-S-3-P-1,1,2.0,Art; Debate; Single-Topic,Inference,4
132,3,Reading Comprehension,,PT-132-S-3-P-1-Q-5,2.0,136.24,,,PT-132-S-3-P-1,1,2.0,Art; Debate; Single-Topic,PurpCtx.,5
132,3,Reading Comprehension,,PT-132-S-3-P-1-Q-6,3.0,143.89,,,PT-132-S-3-P-1,1,2.0,Art; Debate; Single-Topic,Author Attitude; Inference,6
132,3,Reading Comprehension,,PT-132-S-3-P-1-Q-7,5.0,161.9,,,PT-132-S-3-P-1,1,2.0,Art; Debate; Single-Topic,Inference,7
132,3,Reading Comprehension,,PT-132-S-3-P-2-Q-8,2.0,137.42,,,PT-132-S-3-P-2,2,4.0,Debate; Hypothesis; Science,Main Idea,8
132,3,Reading Comprehension,,PT-132-S-3-P-2-Q-9,3.0,147.66,,,PT-132-S-3-P-2,2,4.0,Debate; Hypothesis; Science,Author Attitude; Inference,9
132,3,Reading Comprehension,,PT-132-S-3-P-2-Q-10,4.0,155.37,,,PT-132-S-3-P-2,2,4.0,Debate; Hypothesis; Science,PurpCtx.,10
132,3,Reading Comprehension,,PT-132-S-3-P-2-Q-11,4.0,158.91,,,PT-132-S-3-P-2,2,4.0,Debate; Hypothesis; Science,Inference,11
132,3,Reading Comprehension,,PT-132-S-3-P-2-Q-12,3.0,142.25,,,PT-132-S-3-P-2,2,4.0,Debate; Hypothesis; Science,Inference,12
132,3,Reading Comprehension,,PT-132-S-3-P-2-Q-13,5.0,180.0,,,PT-132-S-3-P-2,2,4.0,Debate; Hypothesis; Science,Weaken-Strengthen,13
132,3,Reading Comprehension,,PT-132-S-3-P-3-Q-14,4.0,159.13,,,PT-132-S-3-P-3,3,4.0,Debate; Humanities; Problem Analysis,Inference; Purpose of Passage,14
132,3,Reading Comprehension,,PT-132-S-3-P-3-Q-15,3.0,150.52,,,PT-132-S-3-P-3,3,4.0,Debate; Humanities; Problem Analysis,Structure,15
132,3,Reading Comprehension,,PT-132-S-3-P-3-Q-16,3.0,147.69,,,PT-132-S-3-P-3,3,4.0,Debate; Humanities; Problem Analysis,Complete the Passage,16
132,3,Reading Comprehension,,PT-132-S-3-P-3-Q-17,3.0,149.98,,,PT-132-S-3-P-3,3,4.0,Debate; Humanities; Problem Analysis,PurpCtx.,17
132,3,Reading Comprehension,,PT-132-S-3-P-3-Q-18,2.0,140.43,,,PT-132-S-3-P-3,3,4.0,Debate; Humanities; Problem Analysis,Inference,18
132,3,Reading Comprehension,,PT-132-S-3-P-3-Q-19,4.0,154.76,,,PT-132-S-3-P-3,3,4.0,Debate; Humanities; Problem Analysis,Inference,19
132,3,Reading Comprehension,,PT-132-S-3-P-3-Q-20,5.0,170.39,,,PT-132-S-3-P-3,3,4.0,Debate; Humanities; Problem Analysis,Application,20
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-21,3.0,143.71,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,Main Idea,21
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-22,4.0,156.01,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,Structure,22
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-23,3.0,142.98,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,Inference; Purpose of Passage,23
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-24,5.0,160.72,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,Author Viewpoint; Inference,24
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-25,3.0,146.96,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,Author Viewpoint; Inference,25
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-26,3.0,151.68,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,Inference,26
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-27,3.0,151.92,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,Inference,27
132,3,Reading Comprehension,,PT-132-S-3-P-4-Q-28,4.0,154.26,,,PT-132-S-3-P-4,4,4.0,Law; One-Position; Problem Analysis,PurpCtx.,28
132,4,Logical Reasoning,1,PT-132-S-4-Q-1,1.0,131.46,Main conclusion or main point,Causal Reasoning,,,,,,
132,4,Logical Reasoning,2,PT-132-S-4-Q-2,2.0,134.89,Principle; Principle - Rule,Causal Reasoning; Link Assumption; Rule-Application,,,,,,
132,4,Logical Reasoning,3,PT-132-S-4-Q-3,1.0,130.32,Strengthen,Causal Reasoning; Sampling,,,,,,
132,4,Logical Reasoning,4,PT-132-S-4-Q-4,2.0,137.26,Argument Part,Analogy; Causal Reasoning,,,,,,
132,4,Logical Reasoning,5,PT-132-S-4-Q-5,3.0,147.19,Weaken,Causal Reasoning; Sampling,,,,,,
132,4,Logical Reasoning,6,PT-132-S-4-Q-6,2.0,138.48,Must be True,Conditional Reasoning,,,,,,
132,4,Logical Reasoning,7,PT-132-S-4-Q-7,2.0,135.0,Paradox - Explain,Causal Reasoning,,,,,,
132,4,Logical Reasoning,8,PT-132-S-4-Q-8,3.0,148.58,Most Strongly Supported,,,,,,,
132,4,Logical Reasoning,9,PT-132-S-4-Q-9,1.0,132.32,Parallel Flaw,Conditional Reasoning,,,,,,
132,4,Logical Reasoning,10,PT-132-S-4-Q-10,2.0,139.62,Flaw,Conditional Reasoning,,,,,,
132,4,Logical Reasoning,11,PT-132-S-4-Q-11,2.0,140.6,Most Strongly Supported,Conditional Reasoning,,,,,,
132,4,Logical Reasoning,12,PT-132-S-4-Q-12,3.0,145.71,Main conclusion or main point,,,,,,,
132,4,Logical Reasoning,13,PT-132-S-4-Q-13,3.0,152.16,Flaw,Causal Reasoning,,,,,,
132,4,Logical Reasoning,14,PT-132-S-4-Q-14,4.0,153.2,Weaken,Analogy; Causal Reasoning,,,,,,
132,4,Logical Reasoning,15,PT-132-S-4-Q-15,1.0,134.45,Principle - Rule,Link Assumption; Rule-Application,,,,,,
132,4,Logical Reasoning,16,PT-132-S-4-Q-16,3.0,149.24,Sufficient assumption,Conditional Reasoning; Link Assumption; Quantifier,,,,,,
132,4,Logical Reasoning,17,PT-132-S-4-Q-17,4.0,153.69,Paradox - Explain,Causal Reasoning; Except; Sampling,,,,,,
132,4,Logical Reasoning,18,PT-132-S-4-Q-18,5.0,166.91,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
132,4,Logical Reasoning,19,PT-132-S-4-Q-19,4.0,157.05,Flaw,Causal Reasoning,,,,,,
132,4,Logical Reasoning,20,PT-132-S-4-Q-20,3.0,144.22,Principle - Rule,Causal Reasoning; Rule-Application,,,,,,
132,4,Logical Reasoning,21,PT-132-S-4-Q-21,2.0,140.31,Method of Reasoning,Conditional Reasoning; Eliminating Options,,,,,,
132,4,Logical Reasoning,22,PT-132-S-4-Q-22,4.0,156.28,Strengthen,Causal Reasoning; Link Assumption; Sampling,,,,,,
132,4,Logical Reasoning,23,PT-132-S-4-Q-23,4.0,157.56,Necessary assumption,Eliminating Options; Link Assumption,,,,,,
132,4,Logical Reasoning,24,PT-132-S-4-Q-24,5.0,165.47,Fill in the blank; Most Strongly Supported,Causal Reasoning; Sampling,,,,,,
132,4,Logical Reasoning,25,PT-132-S-4-Q-25,4.0,156.02,Parallel,Quantifier,,,,,,
132,4,Logical Reasoning,26,PT-132-S-4-Q-26,4.0,154.1,Paradox - Explain,Causal Reasoning; Except; Math; Sampling,,,,,,
133,1,Logical Reasoning,1,PT-133-S-1-Q-1,2.0,135.01,Fill in the blank; Strengthen,Causal Reasoning,,,,,,
133,1,Logical Reasoning,2,PT-133-S-1-Q-2,2.0,136.15,Weaken,Causal Reasoning; Sampling,,,,,,
133,1,Logical Reasoning,3,PT-133-S-1-Q-3,1.0,123.38,Flaw,Sampling,,,,,,
133,1,Logical Reasoning,4,PT-133-S-1-Q-4,2.0,134.89,Paradox - Explain,Causal Reasoning; Net Effect,,,,,,
133,1,Logical Reasoning,5,PT-133-S-1-Q-5,2.0,138.24,Necessary assumption,Link Assumption,,,,,,
133,1,Logical Reasoning,6,PT-133-S-1-Q-6,3.0,148.78,Must be True,Conditional Reasoning,,,,,,
133,1,Logical Reasoning,7,PT-133-S-1-Q-7,4.0,154.46,Weaken,Causal Reasoning; Except,,,,,,
133,1,Logical Reasoning,8,PT-133-S-1-Q-8,3.0,148.43,Main conclusion or main point,,,,,,,
133,1,Logical Reasoning,9,PT-133-S-1-Q-9,3.0,146.85,Inference,Math,,,,,,
133,1,Logical Reasoning,10,PT-133-S-1-Q-10,3.0,146.57,Sufficient assumption,Conditional Reasoning; Link Assumption; Value Judgment,,,,,,
133,1,Logical Reasoning,11,PT-133-S-1-Q-11,2.0,139.83,Principle - Rule,Link Assumption; Rule-Application,,,,,,
133,1,Logical Reasoning,12,PT-133-S-1-Q-12,3.0,145.03,Most Strongly Supported,Causal Reasoning,,,,,,
133,1,Logical Reasoning,13,PT-133-S-1-Q-13,3.0,144.44,Main conclusion or main point,Causal Reasoning; Net Effect,,,,,,
133,1,Logical Reasoning,14,PT-133-S-1-Q-14,5.0,172.05,Disagree,Conditional Reasoning,,,,,,
133,1,Logical Reasoning,15,PT-133-S-1-Q-15,2.0,136.67,Principle - Rule,Link Assumption; Rule-Application,,,,,,
133,1,Logical Reasoning,16,PT-133-S-1-Q-16,2.0,139.26,Strengthen,Causal Reasoning; Math; Net Effect,,,,,,
133,1,Logical Reasoning,17,PT-133-S-1-Q-17,3.0,142.99,Method of Reasoning,Analogy,,,,,,
133,1,Logical Reasoning,18,PT-133-S-1-Q-18,3.0,147.52,Principle - Application,Conditional Reasoning; Link Assumption; Rule-Application,,,,,,
133,1,Logical Reasoning,19,PT-133-S-1-Q-19,4.0,154.19,Necessary assumption,Link Assumption,,,,,,
133,1,Logical Reasoning,20,PT-133-S-1-Q-20,4.0,155.35,Must be True,Conditional Reasoning,,,,,,
133,1,Logical Reasoning,21,PT-133-S-1-Q-21,4.0,156.02,Parallel,Conditional Reasoning; Eliminating Options,,,,,,
133,1,Logical Reasoning,22,PT-133-S-1-Q-22,3.0,150.68,Principle - Rule,Link Assumption; Rule-Application,,,,,,
133,1,Logical Reasoning,23,PT-133-S-1-Q-23,3.0,150.27,Flaw,Causal Reasoning; Sampling,,,,,,
133,1,Logical Reasoning,24,PT-133-S-1-Q-24,5.0,159.66,Parallel Flaw,Causal Reasoning; Link Assumption,,,,,,
133,1,Logical Reasoning,25,PT-133-S-1-Q-25,3.0,151.88,Flaw,Conditional Reasoning,,,,,,
133,2,Logical Reasoning,1,PT-133-S-2-Q-1,3.0,141.62,Weaken,Eliminating Options; Value Judgment,,,,,,
133,2,Logical Reasoning,2,PT-133-S-2-Q-2,2.0,139.29,Necessary assumption,Link Assumption,,,,,,
133,2,Logical Reasoning,3,PT-133-S-2-Q-3,2.0,135.38,Strengthen,Net Effect,,,,,,
133,2,Logical Reasoning,4,PT-133-S-2-Q-4,2.0,137.91,Flaw,Math,,,,,,
133,2,Logical Reasoning,5,PT-133-S-2-Q-5,3.0,141.96,Most Strongly Supported; Principle,,,,,,,
133,2,Logical Reasoning,6,PT-133-S-2-Q-6,3.0,142.27,Flaw,Fallacy,,,,,,
133,2,Logical Reasoning,7,PT-133-S-2-Q-7,1.0,125.08,Principle; Principle - Rule,Rule-Application,,,,,,
133,2,Logical Reasoning,8,PT-133-S-2-Q-8,1.0,124.58,Paradox - Explain,,,,,,,
133,2,Logical Reasoning,9,PT-133-S-2-Q-9,4.0,156.67,Flaw,Causal Reasoning,,,,,,
133,2,Logical Reasoning,10,PT-133-S-2-Q-10,2.0,140.52,Paradox - Explain,,,,,,,
133,2,Logical Reasoning,11,PT-133-S-2-Q-11,2.0,141.34,Argument Part,Net Effect,,,,,,
133,2,Logical Reasoning,12,PT-133-S-2-Q-12,5.0,167.09,Most Strongly Supported,Causal Reasoning,,,,,,
133,2,Logical Reasoning,13,PT-133-S-2-Q-13,3.0,142.0,Principle - Rule,Link Assumption; Rule-Application,,,,,,
133,2,Logical Reasoning,14,PT-133-S-2-Q-14,5.0,163.21,Inference,Conditional Reasoning; Quantifier,,,,,,
133,2,Logical Reasoning,15,PT-133-S-2-Q-15,3.0,144.84,Necessary assumption,Eliminating Options; Link Assumption,,,,,,
133,2,Logical Reasoning,16,PT-133-S-2-Q-16,2.0,140.35,Main conclusion or main point,Value Judgment,,,,,,
133,2,Logical Reasoning,17,PT-133-S-2-Q-17,4.0,153.93,Flaw,Net Effect,,,,,,
133,2,Logical Reasoning,18,PT-133-S-2-Q-18,5.0,160.86,Necessary assumption,,,,,,,
133,2,Logical Reasoning,19,PT-133-S-2-Q-19,4.0,153.14,Must be True,Conditional Reasoning,,,,,,
133,2,Logical Reasoning,20,PT-133-S-2-Q-20,4.0,156.43,Sufficient assumption,Conditional Reasoning; Eliminating Options,,,,,,
133,2,Logical Reasoning,21,PT-133-S-2-Q-21,5.0,163.91,Most Strongly Supported,Quantifier,,,,,,
133,2,Logical Reasoning,22,PT-133-S-2-Q-22,4.0,155.46,Parallel Flaw,Part v. Whole,,,,,,
133,2,Logical Reasoning,23,PT-133-S-2-Q-23,5.0,164.42,Argument Part,Rule-Application,,,,,,
133,2,Logical Reasoning,24,PT-133-S-2-Q-24,4.0,156.38,Parallel,Conditional Reasoning,,,,,,
133,2,Logical Reasoning,25,PT-133-S-2-Q-25,3.0,150.81,Strengthen,Link Assumption,,,,,,
133,3,Logical Reasoning,1,PT-133-S-3-Q-1,2.0,135.78,Argument Part,Link Assumption,,,,,,
133,3,Logical Reasoning,2,PT-133-S-3-Q-2,2.0,136.56,Flaw,Sampling,,,,,,
133,3,Logical Reasoning,3,PT-133-S-3-Q-3,2.0,137.88,Most Strongly Supported; Principle,Causal Reasoning; Rule-Application,,,,,,
133,3,Logical Reasoning,4,PT-133-S-3-Q-4,2.0,136.3,Disagree,Value Judgment,,,,,,
133,3,Logical Reasoning,5,PT-133-S-3-Q-5,2.0,136.44,Inference,Causal Reasoning; Net Effect; Value Judgment,,,,,,
133,3,Logical Reasoning,6,PT-133-S-3-Q-6,2.0,141.04,Necessary assumption,Link Assumption; Net Effect,,,,,,
133,3,Logical Reasoning,7,PT-133-S-3-Q-7,2.0,139.26,Most Strongly Supported,Causal Reasoning,,,,,,
133,3,Logical Reasoning,8,PT-133-S-3-Q-8,4.0,157.71,Paradox - Explain,Causal Reasoning,,,,,,
133,3,Logical Reasoning,9,PT-133-S-3-Q-9,2.0,137.27,Weaken,Net Effect; Value Judgment,,,,,,
133,3,Logical Reasoning,10,PT-133-S-3-Q-10,3.0,142.42,Main conclusion or main point,,,,,,,
133,3,Logical Reasoning,11,PT-133-S-3-Q-11,5.0,164.25,Necessary assumption,Link Assumption; Net Effect,,,,,,
133,3,Logical Reasoning,12,PT-133-S-3-Q-12,1.0,124.19,Paradox - Explain,,,,,,,
133,3,Logical Reasoning,13,PT-133-S-3-Q-13,3.0,145.58,Most Strongly Supported,Conditional Reasoning,,,,,,
133,3,Logical Reasoning,14,PT-133-S-3-Q-14,2.0,139.57,Flaw,Fallacy,,,,,,
133,3,Logical Reasoning,15,PT-133-S-3-Q-15,3.0,145.36,Necessary assumption,Conditional Reasoning,,,,,,
133,3,Logical Reasoning,16,PT-133-S-3-Q-16,4.0,153.09,Weaken,Eliminating Options,,,,,,
133,3,Logical Reasoning,17,PT-133-S-3-Q-17,4.0,156.65,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
133,3,Logical Reasoning,18,PT-133-S-3-Q-18,4.0,158.05,Flaw,Causal Reasoning; Net Effect,,,,,,
133,3,Logical Reasoning,19,PT-133-S-3-Q-19,3.0,149.74,Method of Reasoning,Analogy,,,,,,
133,3,Logical Reasoning,20,PT-133-S-3-Q-20,3.0,149.09,Parallel,Analogy; Quantifier,,,,,,
133,3,Logical Reasoning,21,PT-133-S-3-Q-21,4.0,157.94,Strengthen,Link Assumption; Sampling,,,,,,
133,3,Logical Reasoning,22,PT-133-S-3-Q-22,5.0,162.61,Sufficient assumption,Conditional Reasoning; Rule-Application,,,,,,
133,3,Logical Reasoning,23,PT-133-S-3-Q-23,4.0,158.3,Principle - Rule,Rule-Application; Value Judgment,,,,,,
133,3,Logical Reasoning,24,PT-133-S-3-Q-24,4.0,156.03,Sufficient assumption,Causal Reasoning; Link Assumption,,,,,,
133,3,Logical Reasoning,25,PT-133-S-3-Q-25,5.0,159.94,Parallel Flaw,Link Assumption; Value Judgment,,,,,,
